mut17	0.12631392368666272	1	(2, 1)	3
mut18	0.13702606159686787	1	(2, 1)	8
mut19	0.08037773983116975	1	(2, 1)	5
mut20	0.20349353658055228	0	(1, 0)	4
mut23	0.15279484061183224	1	(1, 0)	2
mut30	0.09458205029630927	2	(1, 0)	9
mut32	0.11507035696727069	2	(2, 1)	5
mut35	0.15293276396378142	3	(1, 0)	1
mut4	0.09044752352125913	0	(1, 0)	6
mut40	0.09376447384896258	8	(1, 0)	2
mut47	0.15726793495428795	5	(2, 1)	3
mut6	0.21003224262488673	0	(2, 1)	9
mut63	0.055726475974317694	7	(2, 1)	2
mut65	0.13650120765777862	7	(1, 0)	0
mut73	0.06757970051118611	7	(2, 1)	3
mut75	0.06648542037397401	8	(1, 0)	0
mut8	0.12272002140606503	0	(1, 0)	2
mut80	0.04448489591574988	9	(2, 1)	0
mut88	0.07883396609897604	9	(2, 1)	4
mut91	0.042196540075681695	9	(2, 1)	6
