mut1	0.0935774553863378	0	(1, 0)	5
mut16	0.09936841085584858	1	(1, 0)	6
mut21	0.1536997325193352	2	(1, 0)	3
mut30	0.16086946416753264	2	(1, 0)	4
mut34	0.05161213837956812	3	(1, 0)	8
mut5	0.24836837215689767	0	(2, 1)	2
mut58	0.0808888303270775	5	(2, 1)	6
mut62	0.08026855042590414	6	(1, 0)	8
mut63	0.12026855042590501	6	(1, 0)	8
mut71	0.106265326112016	6	(1, 0)	7
mut78	0.08110050226408991	7	(2, 1)	0
mut8	0.2075306174890389	0	(2, 1)	4
mut80	0.13633139456601723	7	(1, 0)	6
mut86	0.11481802660754827	7	(1, 0)	4
mut87	0.07339946100425092	8	(1, 0)	9
mut88	0.06169156216159106	8	(2, 1)	2
mut90	0.06369587356984595	8	(2, 1)	7
mut91	0.04229149349253796	8	(1, 0)	2
mut93	0.07463088016400063	8	(1, 0)	4
mut97	0.05620492861394373	8	(2, 1)	3
