mut11	0.12337751628809612	0	(2, 1)	4
mut12	0.13255434722972947	1	(1, 0)	0
mut17	0.10179230988678029	1	(2, 1)	6
mut26	0.11398166415550252	2	(1, 0)	5
mut28	0.17383182920483448	2	(2, 1)	6
mut3	0.1768544444525486	0	(2, 1)	6
mut30	0.17476498857838935	2	(1, 0)	9
mut32	0.20879851012267872	2	(1, 0)	7
mut39	0.09757182373646436	7	(1, 0)	5
mut40	0.04629454146973106	9	(2, 1)	2
mut42	0.10752439806256649	7	(2, 1)	2
mut58	0.08508070776303076	5	(1, 0)	4
mut59	0.041441879755391264	5	(2, 1)	8
mut60	0.10447070053962094	5	(2, 1)	4
mut62	0.11509509961838822	5	(1, 0)	0
mut66	0.05112590540019156	6	(1, 0)	3
mut70	0.09446604279464454	6	(1, 0)	2
mut72	0.076811651899839	6	(2, 1)	9
mut9	0.24689646258732495	0	(2, 1)	1
mut96	0.08028765790044615	9	(1, 0)	8
