NODE_ID	PARENT_ID	SNV_IDS	SNV_ALLELES	CNA_IDS	CNA_CHANGES	SAMPLE_IDS	SAMPLE_NODE_FREQUENCIES
ROOT	NONE					MASTER_SAMPLE,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39	0.0603,0.0681,0.0787,0.0120,0.0266,0.0459,0.0758,0.0596,0.0272,0.0501,0.1278,0.0565,0.1543,0.1133,0.1167,0.1171,0.1457,0.2114,0.0594,0.2001,0.0859,0.1197,0.0433,0.0130,0.1211,0.0375,0.0883,0.1563,0.0596,0.0924,0.1736,0.0644,0.0977,0.0292,0.0523,0.2184,0.1119,0.0676,0.0983,0.1043,0.0901
0	ROOT	mut0,mut1,mut2,mut3,mut4,mut5,mut6,mut7,mut8,mut9	P,P,M,P,P,P,P,P,P,P	cna_mut78	(1,0)	MASTER_SAMPLE,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39	0.0698,0.1157,0.1401,0.1024,0.1686,0.1184,0.1677,0.0214,0.0204,0.0633,0.0546,0.0469,0.1551,0.0494,0.0384,0.0994,0.0140,0.0217,0.1362,0.0568,0.0898,0.1335,0.1245,0.1030,0.0157,0.1298,0.0357,0.1635,0.1041,0.0776,0.0785,0.0250,0.0430,0.1391,0.0134,0.0708,0.0403,0.1038,0.0883,0.0502,0.0680
1	0	mut10,mut11,mut12,mut13,mut14,mut15,mut16,mut17,mut18,mut19,mut20	P,P,M,M,M,M,M,M,M,M,P			MASTER_SAMPLE,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39	0.0841,0.0486,0.0235,0.0875,0.0942,0.1739,0.0708,0.0142,0.1274,0.0617,0.1005,0.1133,0.0811,0.1534,0.1158,0.0198,0.0595,0.0218,0.1860,0.0185,0.0895,0.1279,0.1842,0.1368,0.0592,0.1006,0.0431,0.1264,0.0135,0.0827,0.0950,0.2011,0.0444,0.0594,0.1559,0.0220,0.0063,0.1409,0.0781,0.0773,0.0975
2	1	mut21,mut22,mut23,mut24,mut25,mut26	M,M,M,M,M,P	cna_mut5,cna_mut88,cna_mut91	(0,1),(0,1),(-1,0)	MASTER_SAMPLE,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39	0.0850,0.0787,0.1156,0.0254,0.0708,0.0802,0.1604,0.2236,0.1559,0.0760,0.0512,0.1005,0.0882,0.0154,0.1165,0.0348,0.0688,0.1413,0.1021,0.2290,0.0513,0.0882,0.1370,0.1060,0.0398,0.1142,0.0935,0.0441,0.0933,0.1340,0.1061,0.0175,0.0444,0.1577,0.1307,0.0241,0.1923,0.1385,0.0680,0.0705,0.0446
3	0	mut27,mut28,mut29,mut30,mut31,mut32,mut33,mut34,mut35,mut36,mut37,mut38,mut39	M,M,P,P,P,M,P,P,P,P,P,M,P	cna_mut97,cna_mut21	(1,0),(-1,0)	MASTER_SAMPLE,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39	0.0463,0.0661,0.0565,0.1426,0.0598,0.1599,0.1380,0.0967,0.0482,0.0787,0.1366,0.1569,0.0848,0.0393,0.0824,0.0982,0.0306,0.0180,0.0780,0.0083,0.0192,0.1406,0.0453,0.1268,0.0359,0.0630,0.1361,0.0751,0.1018,0.1306,0.0190,0.0641,0.1191,0.0926,0.1176,0.1087,0.1575,0.0353,0.1307,0.0249,0.0361
4	2	mut40,mut41,mut42,mut43,mut44,mut45,mut46,mut47,mut48	M,P,P,M,P,P,M,P,M	cna_mut93,cna_mut30,cna_mut86	(0,-1),(-1,0),(0,-1)	MASTER_SAMPLE,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39	0.0118,0.1143,0.1505,0.1044,0.0567,0.1057,0.0351,0.0166,0.1527,0.2054,0.0838,0.0416,0.0025,0.1242,0.1178,0.1040,0.1662,0.1614,0.0496,0.0698,0.0062,0.0392,0.0212,0.0618,0.0030,0.0710,0.0287,0.0926,0.0199,0.0949,0.1236,0.2378,0.0567,0.0162,0.1308,0.0667,0.0685,0.0889,0.0007,0.1011,0.1601
5	2	mut49,mut50,mut51,mut52,mut53,mut54,mut55,mut56,mut57,mut58,mut59,mut60,mut61	P,P,M,M,M,M,P,M,P,P,M,M,P	cna_mut1	(0,-1)	MASTER_SAMPLE,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39	0.1730,0.1390,0.0433,0.1280,0.1960,0.0600,0.1473,0.1675,0.0628,0.0719,0.0316,0.1123,0.0735,0.0621,0.0955,0.1155,0.1352,0.0180,0.1421,0.0101,0.0007,0.0274,0.0283,0.0795,0.0478,0.1156,0.1100,0.1099,0.1617,0.1465,0.1038,0.0249,0.1207,0.1484,0.0929,0.1842,0.1174,0.0631,0.1688,0.0993,0.0505
6	0	mut62,mut63,mut64,mut65,mut66,mut67,mut68,mut69,mut70,mut71,mut72,mut73,mut74,mut75,mut76	P,P,P,M,M,M,M,P,P,P,M,P,P,P,P	cna_mut16,cna_mut80,cna_mut58	(0,-1),(-1,0),(1,0)	MASTER_SAMPLE,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39	0.0372,0.1337,0.0307,0.0571,0.1059,0.0864,0.0451,0.0067,0.1269,0.1911,0.1286,0.0206,0.0447,0.1188,0.0667,0.1130,0.1613,0.1597,0.0841,0.0712,0.1510,0.0170,0.1676,0.1148,0.2271,0.0221,0.1051,0.0086,0.0660,0.0024,0.0687,0.0427,0.0898,0.0884,0.0611,0.0512,0.0172,0.0999,0.1530,0.0728,0.0704
7	6	mut77,mut78,mut79,mut80,mut81,mut82,mut83	P,M,P,P,P,P,P	cna_mut90,cna_mut71	(0,1),(0,-1)	MASTER_SAMPLE,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39	0.0491,0.0267,0.1186,0.1362,0.0461,0.1160,0.0091,0.1863,0.1009,0.0102,0.1540,0.1697,0.1087,0.0156,0.1171,0.0965,0.0705,0.0267,0.0259,0.1561,0.1837,0.1238,0.0915,0.1321,0.2032,0.0969,0.1839,0.0184,0.0449,0.1216,0.1414,0.0848,0.1331,0.1558,0.1010,0.0929,0.0965,0.0761,0.0222,0.0647,0.1272
8	3	mut84,mut85,mut86,mut87,mut88,mut89,mut90,mut91,mut92,mut93	M,M,M,M,P,P,M,M,P,M	cna_mut63,cna_mut62,cna_mut34	(0,-1),(0,-1),(0,-1)	MASTER_SAMPLE,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39	0.1968,0.0911,0.1037,0.0901,0.1002,0.0017,0.0564,0.0528,0.0758,0.0988,0.0555,0.1623,0.0991,0.1728,0.1150,0.1173,0.0959,0.0212,0.0264,0.0803,0.1982,0.0788,0.1074,0.0972,0.1552,0.1437,0.0625,0.1468,0.0076,0.0703,0.0823,0.0546,0.1205,0.0480,0.1269,0.0316,0.0132,0.1348,0.0261,0.1898,0.1528
