NODE_ID	PARENT_ID	SNV_IDS	SNV_ALLELES	CNA_IDS	CNA_CHANGES	SAMPLE_IDS	SAMPLE_NODE_FREQUENCIES
ROOT	NONE					MASTER_SAMPLE,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39	0.0983,0.1645,0.1287,0.1673,0.1063,0.0665,0.1153,0.1441,0.0399,0.0042,0.1448,0.0759,0.1303,0.1626,0.0974,0.0829,0.1051,0.1357,0.0650,0.0915,0.0354,0.1538,0.1184,0.0243,0.0454,0.0525,0.2160,0.1397,0.1370,0.1532,0.0584,0.0224,0.1074,0.0763,0.0756,0.1600,0.1697,0.0540,0.1008,0.1141,0.0828
0	ROOT	mut0,mut1,mut2,mut3,mut4,mut5,mut6,mut7,mut8,mut9,mut10,mut11	M,P,P,P,M,M,P,P,P,M,M,M	cna_mut56	(0,1)	MASTER_SAMPLE,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39	0.0894,0.1477,0.0310,0.0736,0.0018,0.1428,0.1294,0.1456,0.1310,0.0046,0.0521,0.1117,0.0416,0.1099,0.1307,0.1029,0.1151,0.1197,0.1327,0.0634,0.0312,0.1549,0.1258,0.1047,0.0144,0.1121,0.1620,0.0296,0.1293,0.0149,0.1418,0.1060,0.1290,0.1399,0.0825,0.1226,0.0789,0.1069,0.1432,0.1684,0.0331
1	0	mut12,mut13,mut14,mut15,mut16,mut17,mut18,mut19	P,M,P,M,M,M,M,P	cna_mut11,cna_mut44	(1,0),(0,1)	MASTER_SAMPLE,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39	0.0920,0.1002,0.0221,0.0389,0.1928,0.1439,0.1021,0.0646,0.0589,0.0659,0.0709,0.0963,0.2027,0.0381,0.2331,0.1155,0.0665,0.0140,0.0394,0.1406,0.1057,0.0478,0.0831,0.1268,0.1133,0.1172,0.0007,0.1180,0.0815,0.1985,0.1279,0.1225,0.0512,0.1806,0.1049,0.1288,0.0324,0.1167,0.1177,0.0938,0.0682
2	0	mut20,mut21,mut22,mut23,mut24,mut25,mut26,mut27,mut28,mut29,mut30,mut31,mut32,mut33	P,P,P,M,P,M,P,P,P,M,M,P,M,P			MASTER_SAMPLE,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39	0.0216,0.0808,0.1400,0.0395,0.0316,0.0720,0.0710,0.0262,0.0500,0.1570,0.0094,0.0757,0.0319,0.0217,0.0656,0.0700,0.0407,0.0058,0.1386,0.0601,0.1540,0.0340,0.0290,0.0369,0.1544,0.0935,0.1085,0.0403,0.0257,0.0120,0.0819,0.0938,0.0035,0.0304,0.0297,0.1425,0.0130,0.1246,0.0516,0.1328,0.1153
3	0	mut34,mut35,mut36,mut37,mut38,mut39,mut40,mut41,mut42,mut43,mut44	P,P,M,P,P,P,P,P,M,P,M	cna_mut28,cna_mut10,cna_mut54	(0,-1),(0,1),(1,0)	MASTER_SAMPLE,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39	0.0540,0.0121,0.0985,0.0202,0.1995,0.0533,0.1029,0.0734,0.1277,0.0692,0.1465,0.0726,0.0228,0.0744,0.0688,0.1627,0.1474,0.0854,0.0886,0.0667,0.1207,0.0713,0.1035,0.0685,0.0176,0.0986,0.0380,0.1346,0.1724,0.1838,0.0653,0.0929,0.1128,0.1173,0.0365,0.0534,0.0167,0.0619,0.0737,0.0342,0.0143
4	2	mut45,mut46,mut47,mut48,mut49,mut50	M,M,M,M,M,P	cna_mut37,cna_mut71,cna_mut4	(1,0),(-1,0),(-1,0)	MASTER_SAMPLE,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39	0.0613,0.0289,0.1074,0.1370,0.0793,0.1006,0.0928,0.0846,0.0936,0.0995,0.0848,0.0286,0.0723,0.0317,0.1607,0.1053,0.0629,0.1192,0.1141,0.1676,0.1054,0.0763,0.1297,0.1203,0.1425,0.1211,0.0602,0.1163,0.0699,0.0928,0.0926,0.1202,0.1331,0.1448,0.1749,0.0860,0.0718,0.0459,0.0681,0.1084,0.2121
5	0	mut51,mut52,mut53,mut54,mut55,mut56,mut57,mut58,mut59	M,M,P,P,M,P,P,P,M	cna_mut47,cna_mut22	(0,1),(0,1)	MASTER_SAMPLE,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39	0.0998,0.1110,0.0905,0.1243,0.0377,0.0523,0.0195,0.0262,0.1225,0.1625,0.0606,0.0388,0.1142,0.0007,0.0035,0.1623,0.0119,0.0297,0.0736,0.1300,0.1459,0.0494,0.0308,0.1162,0.1337,0.1168,0.0192,0.1377,0.0090,0.1315,0.1044,0.0888,0.0860,0.0010,0.0645,0.0653,0.1888,0.0081,0.1605,0.1453,0.1576
6	5	mut60,mut61,mut62,mut63,mut64,mut65,mut66,mut67,mut68,mut69,mut70,mut71,mut72,mut73,mut74,mut75,mut76,mut77	M,P,M,M,P,M,M,M,P,M,M,P,M,P,P,P,P,P	cna_mut25,cna_mut92	(1,0),(1,0)	MASTER_SAMPLE,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39	0.0953,0.0639,0.0494,0.1132,0.0238,0.0876,0.1572,0.0369,0.1045,0.1389,0.1421,0.1269,0.0801,0.1439,0.0350,0.0340,0.0900,0.0221,0.0443,0.0830,0.0558,0.1308,0.1022,0.0962,0.1509,0.0175,0.0943,0.0886,0.1886,0.0133,0.0881,0.0695,0.0446,0.2138,0.1382,0.0559,0.0648,0.1286,0.0507,0.0551,0.0118
7	6	mut78,mut79,mut80,mut81,mut82,mut83	M,P,M,P,M,M	cna_mut16	(-1,0)	MASTER_SAMPLE,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39	0.1363,0.1363,0.1185,0.1597,0.1293,0.1469,0.0361,0.1387,0.0278,0.1458,0.1252,0.1150,0.2139,0.1677,0.0713,0.0685,0.1448,0.1574,0.0977,0.1003,0.1319,0.1297,0.1345,0.0601,0.0100,0.0362,0.0436,0.0777,0.1118,0.0819,0.0975,0.1117,0.1007,0.0163,0.1641,0.0262,0.0401,0.1243,0.0921,0.0818,0.0768
8	5	mut84,mut85,mut86,mut87,mut88,mut89	P,P,P,P,P,P	cna_mut83,cna_mut96,cna_mut0	(-1,0),(-1,0),(0,1)	MASTER_SAMPLE,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39	0.0974,0.1436,0.1053,0.0125,0.0478,0.0220,0.1730,0.1117,0.1199,0.1493,0.0386,0.1164,0.0512,0.1393,0.0905,0.0788,0.0641,0.1462,0.1081,0.0199,0.0512,0.0293,0.1228,0.1257,0.1474,0.1169,0.0751,0.0321,0.0123,0.0665,0.0997,0.1229,0.1271,0.0342,0.1097,0.0615,0.1823,0.1112,0.0687,0.0111,0.0633
9	6	mut90,mut91,mut92,mut93,mut94,mut95,mut96,mut97,mut98,mut99	M,P,P,M,P,P,P,P,M,P	cna_mut84,cna_mut61,cna_mut76	(0,1),(1,0),(0,1)	MASTER_SAMPLE,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39	0.1545,0.0110,0.1085,0.1138,0.1501,0.1121,0.0008,0.1480,0.1243,0.0031,0.1251,0.1422,0.0390,0.1101,0.0434,0.0170,0.1517,0.1647,0.0979,0.0769,0.0628,0.1227,0.0201,0.1204,0.0704,0.1176,0.1823,0.0854,0.0626,0.0516,0.0424,0.0493,0.1045,0.0452,0.0193,0.0978,0.1414,0.1178,0.0730,0.0548,0.1646
